state,gender,activity_code,count_distinct_person
"Arunachal Pradesh","female","Acquiring supplies and disposing of products and other activities related to making and processing goods for own final use",1
"Arunachal Pradesh","female","Other activities related to mass media use",81
"Arunachal Pradesh","male","Farming of animals and production of animal products for own final use",2
"Arunachal Pradesh","male","Aquaculture for the market in household enterprises",3
"Arunachal Pradesh","male","Gathering firewood and other natural products used as fuel for own final use",4
"Arunachal Pradesh","female","Other activities related to do-it-yourself decoration, maintenance and repair",3
"Arunachal Pradesh","male","Unpaid volunteer work on road/building repair, clearing and preparing land, cleaning (streets, markets, etc.), and construction",1
"Arunachal Pradesh","male","Other activities related to cleaning and upkeep of dwelling and surroundings",15
"Arunachal Pradesh","female","Other activities related to religious practice",3
"Arunachal Pradesh","male","Other activities related to religious practice",2
"Arunachal Pradesh","male","Travelling related to care-giving services for household members",2
"Arunachal Pradesh","male","Mining and quarrying for the market in household enterprises",2
"Arunachal Pradesh","female","Receiving health/medical care from others",1
"Arunachal Pradesh","female","Travelling time related to self-care and maintenance activities",5
"Arunachal Pradesh","female","Socializing/getting together/gathering activities",6
"Arunachal Pradesh","female","Ironing/pressing/folding",6
"Arunachal Pradesh","female","Playing games and other pastime activities",8
"Arunachal Pradesh","male","Providing paid business and professional services in household enterprises",2
"Arunachal Pradesh","female","Mending/repairing and care of clothes and shoes; cleaning and polishing shoes",7
"Arunachal Pradesh","female","Other activities related to formal education",3
"Arunachal Pradesh","male","Ironing/pressing/folding",3
"Arunachal Pradesh","male","Shopping for/purchasing of goods and related activities",25
"Arunachal Pradesh","male","Vehicle maintenance and repairs",2
"Arunachal Pradesh","female","Other activities related to cleaning and upkeep of dwelling and surroundings",14
"Arunachal Pradesh","female","Breaks at place of formal education",1
"Arunachal Pradesh","male","Reading for leisure",7
"Arunachal Pradesh","female","Other activities related to household management",33
"Arunachal Pradesh","male","Indoor cleaning",10
"Arunachal Pradesh","male","Instructing, teaching, training, helping children",7
"Arunachal Pradesh","male","Raising animals for the market in household enterprises",18
"Arunachal Pradesh","male","Socializing/getting together/gathering activities",4
"Arunachal Pradesh","female","Making and processing goods for the market in household enterprises",4
"Arunachal Pradesh","male","Making and processing goods for the market in household enterprises",14
"Arunachal Pradesh","female","Instructing, teaching, training, helping children",9
"Arunachal Pradesh","male","Drying textiles and clothing",20
"Arunachal Pradesh","female","Listening to radio and audio devices",11
"Arunachal Pradesh","male","Mending/repairing and care of clothes and shoes; cleaning and polishing shoes",5
"Arunachal Pradesh","male","Other activities related to food and meals management and preparation",7
"Arunachal Pradesh","male","Additional study, non-formal education and courses",12
"Arunachal Pradesh","male","Providing paid repair, installation, maintenance and disposal in household enterprises",8
"Arunachal Pradesh","female","Farming of animals and production of animal products for own final use",7
"Arunachal Pradesh","male","Outdoor cleaning",11
"Arunachal Pradesh","male","Do-it-yourself improvement, maintenance and repair of own dwelling",9
"Arunachal Pradesh","female","Additional study, non-formal education and courses",5
"Arunachal Pradesh","male","Homework, being tutored, course review, research and activities related to formal education",17
"Arunachal Pradesh","male","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household members",25
"Arunachal Pradesh","male","Night sleep/essential sleep",7
"Arunachal Pradesh","female","Recycling and disposal of garbage",13
"Arunachal Pradesh","male","Other activities related to culture, leisure, mass-media and sports practices",5
"Arunachal Pradesh","male","Travelling time related to culture, leisure, mass-media and sports practices",6
"Arunachal Pradesh","male","Other activities related to employment in household enterprises providing services",54
"Arunachal Pradesh","male","Making, processing textiles, wearing apparel, leather and related products for own final use",2
"Arunachal Pradesh","female","Raising animals for the market in household enterprises",4
"Arunachal Pradesh","male","Hand/machine-washing",26
"Arunachal Pradesh","male","Preparing meals/snacks",18
"Arunachal Pradesh","female","Travelling, moving, transporting or accompanying goods or persons related to unpaid domestic services for household members",11
"Arunachal Pradesh","female","Fetching water from natural and other sources for own final use",23
"Arunachal Pradesh","male","Fishing for own final use",16
"Arunachal Pradesh","female","Employment in corporations, government and non-profit institutions",61
"Arunachal Pradesh","female","Participating in collective religious practice",18
"Arunachal Pradesh","male","Participating in collective religious practice",15
"Arunachal Pradesh","female","Private prayer, meditation and other spiritual activities",36
"Arunachal Pradesh","female","Travelling time related to socializing and communication, community participation and religious practice",46
"Arunachal Pradesh","male","Private prayer, meditation and other spiritual activities",71
"Arunachal Pradesh","male","Travelling time related to socializing and communication, community participation and religious practice",48
"Arunachal Pradesh","male","Other activities related to do-it-yourself decoration, maintenance and repair",4
"Arunachal Pradesh","male","Forestry and logging for the market in household enterprises",5
"Arunachal Pradesh","female","Making, processing food products, beverages and tobacco for own final use",5
"Arunachal Pradesh","female","Playing and sports with children",23
"Arunachal Pradesh","female","Other activities related to food and meals management and preparation",15
"Arunachal Pradesh","male","Playing and sports with children",15
"Arunachal Pradesh","female","Daily pet care",41
"Arunachal Pradesh","transgender","Drying textiles and clothing",1
"Arunachal Pradesh","female","Preparing meals/snacks",117
"Arunachal Pradesh","male","Caring for children including feeding, cleaning, physical care",43
"Arunachal Pradesh","male","Personal hygiene and care",312
"Arunachal Pradesh","male","Commuting",889
"Arunachal Pradesh","male","Employment in corporations, government and non-profit institutions",346
"Arunachal Pradesh","male","Growing of crops for the market in household enterprises",545
